id,name,known_name,gender,birth_date,birth_city,birth_country,death_date,death_city,death_country,prize_number,year,category,share,motivation,prize_amount,prize_amount_adjusted,sort_order
1050,John Clarke,John Clarke,male,1942-00-00,Cambridge,United Kingdom,,,,1,2025,Physics,,for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit,11000000,11000000,1
1013,John F. Clauser,John Clauser,male,1942-12-01,"Pasadena, CA",USA,,,,1,2022,Physics,,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",10000000,11162900,2
56,Sir John Douglas Cockcroft,John Cockcroft,male,1897-05-27,Todmorden,United Kingdom,1967-09-18,Cambridge,United Kingdom,1,1951,Physics,,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,167612,3396650,1
247,John Warcup Cornforth,John Cornforth,male,1917-09-07,Sydney,Australia,2013-12-08,,,1,1975,Chemistry,,for his work on the stereochemistry of enzyme-catalyzed reactions,630000,4304697,1
752,John E. Sulston,John E. Sulston,male,1942-03-27,Fulmer,United Kingdom,2018-03-06,"Stapleford, Cambridgeshire",United Kingdom,1,2002,Physiology or Medicine,,for their discoveries concerning genetic regulation of organ development and programmed cell death,10000000,15218228,3
288,John E. Walker,John E. Walker,male,1941-01-07,Halifax,United Kingdom,,,,1,1997,Chemistry,,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),7500000,12105174,2
356,John Franklin Enders,John F. Enders,male,1897-02-10,"West Hartford, CT",USA,1985-09-08,"Waterford, CT",USA,1,1954,Physiology or Medicine,,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,181647,3338644,1
712,John F. Nash Jr.,John F. Nash Jr.,male,1928-06-13,"Bluefield, WV",USA,2015-05-23,"New Jersey, NJ",USA,1,1994,Economic Sciences,,for their pioneering analysis of equilibria in the theory of non-cooperative games,7000000,11696265,2
605,John Galsworthy,John Galsworthy,male,1867-08-14,Kingston Hill,United Kingdom,1933-01-31,London,United Kingdom,1,1932,Literature,,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,171753,6675842,1
205,John Howard Northrop,John H. Northrop,male,1891-07-05,"Yonkers, NY",USA,1987-05-27,"Wickenberg, AZ",USA,1,1946,Chemistry,,for their preparation of enzymes and virus proteins in a pure form,121524,3166301,2
109,John Hasbrouck Van Vleck,John H. Van Vleck,male,1899-03-13,"Middletown, CT",USA,1980-10-27,"Cambridge, MA",USA,1,1977,Physics,,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,700000,3896009,3
566,John Hume,John Hume,male,1937-01-18,Londonderry,Northern Ireland,2020-08-03,Londonderry,Northern Ireland,1,1998,Peace,,for their efforts to find a peaceful solution to the conflict in Northern Ireland,7600000,12283299,1
1037,John J. Hopfield,John J. Hopfield,male,1933-07-15,"Chicago, IL",USA,,,,1,2024,Physics,,for foundational discoveries and inventions that enable machine learning with artificial neural networks,11000000,11000000,1
1041,John Jumper,John Jumper,male,1985-00-00,"Little Rock, AR",USA,,,,1,2024,Chemistry,,for protein structure prediction,11000000,11000000,3
792,John L. Hall,John L. Hall,male,1934-08-21,"Denver, CO",USA,,,,1,2005,Physics,,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",10000000,14809494,2
1052,John M. Martinis,John M. Martinis,male,1958-00-00,,,,,,1,2025,Physics,,for the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit,11000000,11000000,3
314,John James Rickard Macleod,John Macleod,male,1876-09-06,Cluny,Scotland,1935-03-16,Aberdeen,Scotland,1,1923,Physiology or Medicine,,for the discovery of insulin,114935,4007513,2
903,John O'Keefe,John O'Keefe,male,1939-11-18,"New York, NY",USA,,,,1,2014,Physiology or Medicine,,for their discoveries of cells that constitute a positioning system in the brain,8000000,10596648,1
291,John A. Pople,John Pople,male,1925-10-31,Burnham-on-Sea,United Kingdom,2004-03-15,"Chicago, IL",USA,1,1998,Chemistry,,for his development of computational methods in quantum chemistry,7600000,12283299,2
681,John R. Hicks,John R. Hicks,male,1904-04-08,Warwick,United Kingdom,1989-05-20,Blockley,United Kingdom,1,1972,Economic Sciences,,for their pioneering contributions to general economic equilibrium theory and welfare theory,480000,4230781,1
507,John Raleigh Mott,John R. Mott,male,1865-05-25,"Livingston Manor, NY",USA,1955-01-31,,USA,1,1946,Peace,,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,121524,3166301,2
427,John R. Vane,John R. Vane,male,1927-03-29,Tardebigg,United Kingdom,2004-11-19,Farnborough,United Kingdom,1,1982,Physiology or Medicine,,for their discoveries concerning prostaglandins and related biologically active substances,1150000,3923237,3
634,John Steinbeck,John Steinbeck,male,1902-02-27,"Salinas, CA",USA,1968-12-20,"New York, NY",USA,1,1962,Literature,,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception",257220,3587462,1
1032,Jon Fosse,Jon Fosse,male,1959-09-29,Haugesund,Norway,,,,1,2023,Literature,,for his innovative plays and prose which give voice to the unsayable,11000000,11314967,1
574,José Echegaray y Eizaguirre,José Echegaray,male,1832-04-19,Madrid,Spain,1916-09-04,Madrid,Spain,1,1904,Literature,,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama",140859,9822844,2
563,José Ramos-Horta,José Ramos-Horta,male,1949-12-26,Dili,East Timor,,,,1,1996,Peace,,for their work towards a just and peaceful solution to the conflict in East Timor,7400000,12000958,2
675,José Saramago,José Saramago,male,1922-11-16,Azinhaga,Portugal,2010-06-18,Lanzarote,Spain,1,1998,Literature,,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality",7600000,12283299,1
664,Joseph Brodsky,Joseph Brodsky,male,1940-05-24,Leningrad,USSR,1996-01-28,"New York, NY",USA,1,1987,Literature,,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",2175000,5405582,1
442,Joseph E. Murray,Joseph E. Murray,male,1919-04-01,"Milford, MA",USA,2012-11-26,"Boston, MA",USA,1,1990,Physiology or Medicine,,for their discoveries concerning organ and cell transplantation in the treatment of human disease,4000000,8003376,1
746,Joseph E. Stiglitz,Joseph E. Stiglitz,male,1943-02-09,"Gary, IN",USA,,,,1,2001,Economic Sciences,,for their analyses of markets with asymmetric information,10000000,15547541,3
337,Joseph Erlanger,Joseph Erlanger,male,1874-01-05,"San Francisco, CA",USA,1965-12-05,"St. Louis, MO",USA,1,1944,Physiology or Medicine,,for their discoveries relating to the highly differentiated functions of single nerve fibres,121841,3174561,1
144,Joseph H. Taylor Jr.,Joseph H. Taylor Jr.,male,1941-03-29,"Philadelphia, PA",USA,,,,1,1993,Physics,,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",6700000,11436789,2
433,Joseph L. Goldstein,Joseph L. Goldstein,male,1940-04-18,"Sumter, SC",USA,,,,1,1985,Physiology or Medicine,,for their discoveries concerning the regulation of cholesterol metabolism,1800000,4860820,2
560,Joseph Rotblat,Joseph Rotblat,male,1908-11-04,Warsaw,Russian Empire,2005-08-31,London,United Kingdom,1,1995,Peace,,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",7200000,11732784,1
1008,Joshua D. Angrist,Joshua D. Angrist,male,1960-09-18,"Columbus, OH",USA,,,,1,2021,Economic Sciences,,for their methodological contributions to the analysis of causal relationships,10000000,12096939,2
366,Joshua Lederberg,Joshua Lederberg,male,1925-05-23,"Montclair, NJ",USA,2008-02-02,"New York, NY",USA,1,1958,Physiology or Medicine,,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,214559,3346838,3
934,Juan Manuel Santos,Juan Manuel Santos,male,1951-08-10,Bogotá,Colombia,,,,1,2016,Peace,,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,8000000,10496956,1
627,Juan Ramón Jiménez,Juan Ramón Jiménez,male,1881-12-24,Moguer,Spain,1958-05-29,San Juan,Puerto Rico,1,1956,Literature,,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",200123,3413609,1
862,Jules A. Hoffmann,Jules A. Hoffmann,male,1941-08-02,Echternach,Luxembourg,,,,1,2011,Physiology or Medicine,,for their discoveries concerning the activation of innate immunity,10000000,13335208,2
309,Jules Bordet,Jules Bordet,male,1870-06-13,Soignies,Belgium,1961-04-06,Brussels,Belgium,1,1919,Physiology or Medicine,,for his discoveries relating to immunity,133127,3006134,1
85,Julian Schwinger,Julian Schwinger,male,1918-02-12,"New York, NY",USA,1994-07-16,"Los Angeles, CA",USA,1,1965,Physics,,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",282000,3519063,2
396,Julius Axelrod,Julius Axelrod,male,1912-05-30,"New York, NY",USA,2004-12-29,"Rockville, MD",USA,1,1970,Physiology or Medicine,,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",400000,4018644,3
317,Julius Wagner-Jauregg,Julius Wagner-Jauregg,male,1857-03-07,Wels,Austria,1940-09-27,Vienna,Austria,1,1927,Physiology or Medicine,,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,126501,4544453,1
131,K. Alexander Müller,K. Alex Müller,male,1927-04-20,Basel,Switzerland,2023-01-09,Zurich,Switzerland,1,1987,Physics,,for their important break-through in the discovery of superconductivity in ceramic materials,2175000,5405582,2
743,K. Barry Sharpless,K. Barry Sharpless,male,1941-04-28,"Philadelphia, PA",USA,,,,1,2001,Chemistry,,for his work on chirally catalysed oxidation reactions,10000000,15547541,3
743,K. Barry Sharpless,K. Barry Sharpless,male,1941-04-28,"Philadelphia, PA",USA,,,,2,2022,Chemistry,,for the development of click chemistry and bioorthogonal chemistry,10000000,11162900,3
120,Kai M. Siegbahn,Kai M. Siegbahn,male,1918-04-20,Lund,Sweden,2007-07-20,Ängelholm,Sweden,1,1981,Physics,,for his contribution to the development of high-resolution electron spectroscopy,1000000,3704688,3
913,Kailash Satyarthi,Kailash Satyarthi,male,1954-01-11,Vidisha,India,,,,1,2014,Peace,,for their struggle against the suppression of children and young people and for the right of all children to education,8000000,10596648,1
586,Karl Adolph Gjellerup,Karl Gjellerup,male,1857-06-02,Roholte,Denmark,1919-10-11,Klotzsche,Germany,1,1917,Literature,,"for his varied and rich poetry, which is inspired by lofty ideals",133823,4957724,1
321,Karl Landsteiner,Karl Landsteiner,male,1868-06-14,Vienna,Austrian Empire,1943-06-26,"New York, NY",USA,1,1930,Physiology or Medicine,,for his discovery of human blood groups,172947,6407146,1
400,Karl von Frisch,Karl von Frisch,male,1886-11-20,Vienna,Austria,1982-06-12,Munich,West Germany,1,1973,Physiology or Medicine,,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,510000,4213275,1
228,Karl Ziegler,Karl Ziegler,male,1898-11-26,Helsa,Germany,1973-08-12,Mülheim,West Germany,1,1963,Chemistry,,for their discoveries in the field of the chemistry and technology of high polymers,265000,3590371,1
278,Kary B. Mullis,Kary B. Mullis,male,1944-12-28,"Lenoir, NC",USA,2019-08-07,"Newport Beach, CA",USA,1,1993,Chemistry,,for his invention of the polymerase chain reaction (PCR) method,6700000,11436789,1
1024,Katalin Karikó,Katalin Karikó,female,1955-01-17,Szolnok,Hungary,,,,1,2023,Physiology or Medicine,,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,11000000,11314967,1
947,Kazuo Ishiguro,Kazuo Ishiguro,male,1954-11-08,Nagasaki,Japan,,,,1,2017,Literature,,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world",9000000,11603589,1
386,Haldan Keffer Hartline,Keffer Hartline,male,1903-12-22,"Bloomsburg, PA",USA,1983-03-17,"Fallston, MD",USA,1,1967,Physiology or Medicine,,for their discoveries concerning the primary physiological and chemical visual processes in the eye,320000,3595829,2
257,Kenichi Fukui,Kenichi Fukui,male,1918-10-04,Nara,Japan,1998-01-09,Kyoto,Japan,1,1981,Chemistry,,"for their theories, developed independently, concerning the course of chemical reactions",1000000,3704688,1
121,Kenneth G. Wilson,Kenneth G. Wilson,male,1936-06-08,"Waltham, MA",USA,2013-06-15,"Saco, ME",USA,1,1982,Physics,,for his theory for critical phenomena in connection with phase transitions,1150000,3923237,1
682,Kenneth J. Arrow,Kenneth J. Arrow,male,1921-08-23,"New York, NY",USA,2017-02-21,"Palo Alto, CA",USA,1,1972,Economic Sciences,,for their pioneering contributions to general economic equilibrium theory and welfare theory,480000,4230781,2
671,Kenzaburo Oe,Kenzaburo Oe,male,1935-01-31,Uchiko,Japan,2023-03-03,Tokyo,Japan,1,1994,Literature,,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",7000000,11696265,1
725,Kim Dae-jung,Kim Dae-jung,male,1924-01-08,Mokpo,Korea,2009-08-18,,,1,2000,Peace,,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",9000000,14331095,1
943,Kip S. Thorne,Kip S. Thorne,male,1940-06-01,"Logan, UT",USA,,,,1,2017,Physics,,for decisive contributions to the LIGO detector and the observation of gravitational waves,9000000,11603589,3
473,Klas Pontus Arnoldson,Klas Pontus Arnoldson,male,1844-10-27,Gothenburg,Sweden,1916-02-20,Stockholm,Sweden,1,1908,Peace,,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",139800,8958535,1
1000,Klaus Hasselmann,Klaus Hasselmann,male,1931-10-25,Hamburg,Germany,,,,1,2021,Physics,,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",10000000,12096939,2
126,Klaus von Klitzing,Klaus von Klitzing,male,1943-06-28,Schroda,German-occupied Poland,,,,1,1985,Physics,,for the discovery of the quantized Hall effect,1800000,4860820,1
589,Knut Pedersen Hamsun,Knut Hamsun,male,1859-08-04,Lom,Norway,1952-02-19,Grimstad,Norway,1,1920,Literature,,"for his monumental work, <I>Growth of the Soil</I>",134100,3028106,1
749,Kofi Atta Annan,Kofi Annan,male,1938-04-08,Kumasi,Gold Coast,2018-08-18,Bern,Switzerland,1,2001,Peace,,for their work for a better organized and more peaceful world,10000000,15547541,2
757,Koichi Tanaka,Koichi Tanaka,male,1959-08-03,Toyama City,Japan,,,,1,2002,Chemistry,,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,10000000,15218228,2
378,Konrad Bloch,Konrad Bloch,male,1912-01-21,Neisse,Germany,2000-10-15,"Burlington, MA",USA,1,1964,Physiology or Medicine,,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,273000,3576149,1
401,Konrad Lorenz,Konrad Lorenz,male,1903-11-07,Vienna,Austria,1989-02-27,Vienna,Austria,1,1973,Physiology or Medicine,,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,510000,4213275,2
850,Konstantin Novoselov,Konstantin Novoselov,male,1974-08-23,Nizhny Tagil,Russia,,,,1,2010,Physics,,for groundbreaking experiments regarding the two-dimensional material graphene,10000000,13681477,2
211,Kurt Alder,Kurt Alder,male,1902-07-10,Königshütte,Prussia,1958-06-20,Cologne,West Germany,1,1950,Chemistry,,for their discovery and development of the diene synthesis,164304,3857077,2
758,Kurt Wüthrich,Kurt Wüthrich,male,1938-10-04,Aarberg,Switzerland,,,,1,2002,Chemistry,,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,10000000,15218228,3
236,Lars Onsager,Lars Onsager,male,1903-11-27,Kristiania,Norway,1976-10-05,"Coral Gables, FL",USA,1,1968,Chemistry,,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",350000,3859767,1
895,Lars Peter Hansen,Lars Peter Hansen,male,1952-10-26,"Urbana, IL",USA,,,,1,2013,Economic Sciences,,for their empirical analysis of asset prices,8000000,10578918,2
1056,László Krasznahorkai,László Krasznahorkai,male,1954-01-05,Gyula,Hungary,,,,1,2025,Literature,,"for his compelling and visionary oeuvre that, in the midst of apocalyptic terror, reaffirms the power of art",11000000,11000000,1
21,William Lawrence Bragg,Lawrence Bragg,male,1890-03-31,Adelaide,Australia,1971-07-01,Ipswich,United Kingdom,1,1915,Physics,,for their services in the analysis of crystal structure by means of X-rays,149223,7862394,2
694,Lawrence R. Klein,Lawrence R. Klein,male,1920-09-14,"Omaha, NE",USA,2013-10-20,"Gladwyne, PA",USA,1,1980,Economic Sciences,,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,880000,3654081,1
531,Le Duc Tho ,Le Duc Tho ,male,1911-10-14,Nam Ha province,Vietnam,1990-10-13,Hanoi,Vietnam,1,1973,Peace,,for jointly having negotiated a cease fire in Vietnam in 1973,510000,4213275,2
523,,,,,,,,,,1,1963,Peace,,for promoting the principles of the Geneva Convention and cooperation with the UN,265000,3590371,2
545,Lech Wałęsa,Lech Wałęsa,male,1943-09-29,Popowo,Poland,,,,1,1983,Peace,,for non-violent struggle for free trade unions and human rights in Poland,1500000,4698151,1
735,Leland H. Hartwell,Leland Hartwell,male,1939-10-30,"Los Angeles, CA",USA,,,,1,2001,Physiology or Medicine,,for their discoveries of key regulators of the cell cycle,10000000,15547541,1
97,Leo Esaki,Leo Esaki,male,1925-03-12,Osaka,Japan,,,,1,1973,Physics,,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",510000,4213275,1
484,Léon Victor Auguste Bourgeois,Léon Bourgeois,male,1851-05-21,Paris,France,1925-09-29,Épernay,France,1,1920,Peace,,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,134100,3028106,1
512,Léon Jouhaux,Léon Jouhaux,male,1879-07-01,Paris,France,1954-04-28,Paris,France,1,1951,Peace,,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,167612,3396650,1
132,Leon M. Lederman,Leon M. Lederman,male,1922-07-15,"New York, NY",USA,2018-10-03,"Rexburg, ID",USA,1,1988,Physics,,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,2500000,5874628,1
95,Leon Neil Cooper,Leon N. Cooper,male,1930-02-28,"New York, NY",USA,2024-10-23,"Providence, RI",USA,1,1972,Physics,,"for their jointly developed theory of superconductivity, usually called the BCS-theory",480000,4230781,2
820,Leonid Hurwicz,Leonid Hurwicz,male,1917-08-21,Moscow,Russia,2008-06-24,"Minneapolis, MN",USA,1,2007,Economic Sciences,,for having laid the foundations of mechanism design theory,10000000,14291742,1
686,Leonid Vitaliyevich Kantorovich,Leonid Vitaliyevich Kantorovich,male,1912-01-19,St. Petersburg,Russian Empire,1986-04-07,Moscow,USSR,1,1975,Economic Sciences,,for their contributions to the theory of optimum allocation of resources,630000,4304697,1
200,Leopold Ruzicka,Leopold Ruzicka,male,1887-09-13,Vukovar,Austria-Hungary,1976-09-26,Zurich,Switzerland,1,1939,Chemistry,,for his work on polymethylenes and higher terpenes,148822,5346318,2
516,Lester Bowles Pearson,Lester Bowles Pearson,male,1897-04-23,Toronto,Canada,1972-12-27,Ottawa,Canada,1,1957,Peace,,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,208629,3411444,1
77,Lev Davidovich Landau,Lev Landau,male,1908-01-22,Baku,Russian Empire,1968-04-01,Moscow,USSR,1,1962,Physics,,"for his pioneering theories for condensed matter, especially liquid helium",257220,3587462,1
870,Leymah Gbowee,Leymah Gbowee,female,1972-02-01,Monrovia,Liberia,,,,1,2011,Peace,,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,10000000,13335208,2
775,Linda B. Buck,Linda B. Buck,female,1947-01-29,"Seattle, WA",USA,,,,1,2004,Physiology or Medicine,,for their discoveries of odorant receptors and the organization of the olfactory system,10000000,14874529,2
217,Linus Carl Pauling,Linus Pauling,male,1901-02-28,"Portland, OR",USA,1994-08-19,"Big Sur, CA",USA,1,1954,Chemistry,,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,181647,3338644,1
217,Linus Carl Pauling,Linus Pauling,male,1901-02-28,"Portland, OR",USA,1994-08-19,"Big Sur, CA",USA,2,1962,Peace,,for his fight against the nuclear arms race between East and West,257220,3587462,1
855,Liu Xiaobo,Liu Xiaobo,male,1955-12-28,Changchun,China,2017-07-13,Shenyang,China,1,2010,Peace,,for his long and non-violent struggle for fundamental human rights in China,10000000,13681477,1
883,Lloyd S. Shapley,Lloyd S. Shapley,male,1923-06-02,"Cambridge, MA",USA,2016-03-12,"Tucson, AZ",USA,1,2012,Economic Sciences,,for the theory of stable allocations and the practice of market design,8000000,10573021,2
510,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",Lord Boyd Orr,male,1880-09-23,Kilmaurs,Scotland,1971-06-25,Edzell,Scotland,1,1949,Peace,,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",156290,3705636,1
8,Lord Rayleigh (John William Strutt),Lord Rayleigh,male,1842-11-12,"Langford Grove, Maldon, Essex",United Kingdom,1919-06-30,,United Kingdom,1,1904,Physics,,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,140859,9822844,1
221,Lord (Alexander R.) Todd,Lord Todd,male,1907-10-02,Glasgow,Scotland,1997-01-10,Cambridge,United Kingdom,1,1957,Chemistry,,for his work on nucleotides and nucleotide co-enzymes,208629,3411444,1
1030,Louis E. Brus,Louis Brus,male,1943-00-00,"Cleveland, OH",USA,,,,1,2023,Chemistry,,for the discovery and synthesis of quantum dots,11000000,11314967,2
36,Prince Louis-Victor Pierre Raymond de Broglie,Louis de Broglie,male,1892-08-15,Dieppe,France,1987-03-19,Paris,France,1,1929,Physics,,for his discovery of the wave nature of electrons,172760,6206272,1
459,Louis J. Ignarro,Louis J. Ignarro,male,1941-05-31,"Brooklyn, NY",USA,,,,1,1998,Physiology or Medicine,,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,7600000,12283299,2
92,Louis Eugène Félix Néel,Louis Néel,male,1904-11-22,Lyon,France,2000-11-17,Brive-Corrèze,France,1,1970,Physics,,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,400000,4018644,2
472,Louis Renault,Louis Renault,male,1843-05-21,Autun,France,1918-02-08,Barbizon,France,1,1907,Peace,,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,138796,8894198,2
993,Louise Glück,Louise Glück,female,1943-04-22,"New York, NY",USA,2023-10-13,"Cambridge, MA",USA,1,2020,Literature,,for her unmistakable poetic voice that with austere beauty makes individual existence universal,10000000,12361835,1
825,Luc Montagnier,Luc Montagnier,male,1932-08-18,Chabris,France,2022-02-08,Paris,France,1,2008,Physiology or Medicine,,for their discovery of human immunodeficiency virus,10000000,13817016,3
493,Ludwig Quidde,Ludwig Quidde,male,1858-03-23,Bremen,Germany,1941-03-04,Geneva,Switzerland,1,1927,Peace,,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,126501,4544453,2
607,Luigi Pirandello,Luigi Pirandello,male,1867-06-28,"Agrigento, Sicily",Italy,1936-12-10,Rome,Italy,1,1934,Literature,,for his bold and ingenious revival of dramatic and scenic art,162608,6534637,1
89,Luis Walter Alvarez,Luis Alvarez,male,1911-06-13,"San Francisco, CA",USA,1988-09-01,"Berkeley, CA",USA,1,1968,Physics,,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",350000,3859767,1
239,Luis F. Leloir,Luis Leloir,male,1906-09-06,Paris,France,1987-12-02,Buenos Aires,Argentina,1,1970,Chemistry,,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,400000,4018644,1
977,M. Stanley Whittingham,M. Stanley Whittingham,male,1941-12-22,,United Kingdom,,,,1,2019,Chemistry,,for the development of lithium-ion batteries,9000000,11178104,2
536,Mairead Corrigan,Mairead Corrigan,female,1944-01-27,Belfast,Northern Ireland,,,,1,1976,Peace,,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,681000,4226835,2
827,Makoto Kobayashi,Makoto Kobayashi,male,1944-04-07,Nagoya,Japan,,,,1,2008,Physics,,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,10000000,13817016,2
914,Malala Yousafzai,Malala Yousafzai,female,1997-07-12,Mingora,Pakistan,,,,1,2014,Peace,,for their struggle against the suppression of children and young people and for the right of all children to education,8000000,10596648,2
233,Manfred Eigen,Manfred Eigen,male,1927-05-09,Bochum,Germany,2019-02-06,Göttingen,Germany,1,1967,Chemistry,,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",320000,3595829,1
29,Karl Manne Georg Siegbahn,Manne Siegbahn,male,1886-12-03,Örebro,Sweden,1978-09-26,Stockholm,Sweden,1,1924,Physics,,for his discoveries and research in the field of X-ray spectroscopy,116719,4069717,1
1057,Maria Corina Machado,Maria Corina Machado,female,1967-00-00,,Venezuela,,,,1,2025,Peace,,for her tireless work promoting democratic rights for the people of Venezuela and for her struggle to achieve a just and peaceful transition from dictatorship to democracy,11000000,11000000,1
79,Maria Goeppert Mayer,Maria Goeppert Mayer,female,1906-06-28,Kattowitz,Germany,1972-02-20,"San Diego, CA",USA,1,1963,Physics,,for their discoveries concerning nuclear shell structure,265000,3590371,2
1005,Maria Ressa,Maria Ressa,female,1963-10-02,Manila,Philippines,,,,1,2021,Peace,,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",10000000,12096939,1
6,"Marie Curie, née Skłodowska",Marie Curie,female,1867-11-07,Warsaw,Russian Empire,1934-07-04,Sallanches,France,1,1903,Physics,,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,141358,9857642,3
6,"Marie Curie, née Skłodowska",Marie Curie,female,1867-11-07,Warsaw,Russian Empire,1934-07-04,Sallanches,France,2,1911,Chemistry,,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element",140695,9266329,1
282,Mario J. Molina,Mario J. Molina,male,1943-03-19,Mexico City,Mexico,2020-10-07,Mexico City,Mexico,1,1995,Chemistry,,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",7200000,11732784,2
811,Mario R. Capecchi,Mario R. Capecchi,male,1937-10-06,Verona,Italy,,,,1,2007,Physiology or Medicine,,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,10000000,14291742,1
854,Mario Vargas Llosa,Mario Vargas Llosa,male,1936-03-28,Arequipa,Peru,2025-04-13,Lima,Peru,1,2010,Literature,,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",10000000,13681477,1
390,Marshall W. Nirenberg,Marshall W. Nirenberg,male,1927-04-10,"New York, NY",USA,2010-01-15,"New York, NY",USA,1,1968,Physiology or Medicine,,for their interpretation of the genetic code and its function in protein synthesis,350000,3859767,3
830,Martin Chalfie,Martin Chalfie,male,1947-01-15,"Chicago, IL",USA,,,,1,2008,Chemistry,,"for the discovery and development of the green fluorescent protein, GFP",10000000,13817016,2
889,Martin Karplus,Martin Karplus,male,1930-03-15,Vienna,Austria,2024-12-28,"Cambridge, MA",USA,1,2013,Chemistry,,for the development of multiscale models for complex chemical systems,8000000,10578918,1
147,Martin L. Perl,Martin L. Perl,male,1927-06-24,"New York, NY",USA,2014-09-30,"Palo Alto, CA",USA,1,1995,Physics,,for the discovery of the tau lepton,7200000,11732784,1
524,Martin Luther King Jr.,Martin Luther King Jr.,male,1929-01-15,"Atlanta, GA",USA,1968-04-04,"Memphis, TN",USA,1,1964,Peace,,for his non-violent struggle for civil rights for the Afro-American population,273000,3576149,1
