id,name,known_name,gender,birth_date,birth_city,birth_country,death_date,death_city,death_country,prize_number,year,category,share,motivation,prize_amount,prize_amount_adjusted,sort_order
745,A. Michael Spence,A. Michael Spence,male,1943-00-00,"Montclair, NJ",USA,,,,1,2001,Economic Sciences,,for their analyses of markets with asymmetric information,10000000,15547541,2
102,Aage Niels Bohr,Aage N. Bohr,male,1922-06-19,Copenhagen,Denmark,2009-09-08,Copenhagen,Denmark,1,1975,Physics,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,630000,4304697,1
779,Aaron Ciechanover,Aaron Ciechanover,male,1947-10-01,Haifa,British Protectorate of Palestine,,,,1,2004,Chemistry,,for the discovery of ubiquitin-mediated protein degradation,10000000,14874529,1
259,Aaron Klug,Aaron Klug,male,1926-08-11,Zelvas,Lithuania,2018-11-20,,,1,1982,Chemistry,,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,1150000,3923237,1
1004,Abdulrazak Gurnah,Abdulrazak Gurnah,male,1948-00-00,,,,,,1,2021,Literature,,for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents,10000000,12096939,1
114,Abdus Salam,Abdus Salam,male,1926-01-29,Jhang Maghiāna,India,1996-11-21,Oxford,United Kingdom,1,1979,Physics,,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",800000,3778486,2
982,Abhijit Banerjee,Abhijit Banerjee,male,1961-02-21,Mumbai,India,,,,1,2019,Economic Sciences,,for their experimental approach to alleviating global poverty,9000000,11178104,1
981,Abiy Ahmed Ali,Abiy Ahmed Ali,male,1976-08-15,Beshasha,Ethiopia,,,,1,2019,Peace,,"for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea",9000000,11178104,1
843,Ada E. Yonath,Ada E. Yonath,female,1939-06-22,Jerusalem,British Mandate of Palestine,,,,1,2009,Chemistry,,for studies of the structure and function of the ribosome,10000000,13857393,3
866,Adam G. Riess,Adam G. Riess,male,1969-12-16,"Washington, D.C.",USA,,,,1,2011,Physics,,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,10000000,13335208,3
199,Adolf Friedrich Johann Butenandt,Adolf Butenandt,male,1903-03-24,Bremerhaven-Lehe,Germany,1995-01-18,Munich,Germany,1,1939,Chemistry,,for his work on sex hormones,148822,5346318,1
164,Johann Friedrich Wilhelm Adolf von Baeyer,Adolf von Baeyer,male,1835-10-31,Berlin,Prussia,1917-08-20,Starnberg,Germany,1,1905,Chemistry,,"in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds",138089,9629677,1
185,Adolf Otto Reinhold Windaus,Adolf Windaus,male,1876-12-25,Berlin,Germany,1959-06-09,Göttingen,West Germany,1,1928,Chemistry,,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,156939,5637915,1
541,Adolfo Pérez Esquivel,Adolfo Pérez Esquivel,male,1931-11-26,Buenos Aires,Argentina,,,,1,1980,Peace,,"for being a source of inspiration to repressed people, especially in Latin America",880000,3654081,1
292,Ahmed H. Zewail,Ahmed Zewail,male,1946-02-26,Damanhur,Egypt,2016-08-02,"Pasadena, CA",USA,1,1999,Chemistry,,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,7900000,12707531,1
853,Akira Suzuki,Akira Suzuki,male,1930-09-12,Mukawa,Japan,,,,1,2010,Chemistry,,for palladium-catalyzed cross couplings in organic synthesis,10000000,13681477,3
978,Akira Yoshino,Akira Yoshino,male,1948-01-30,Suita,Japan,,,,1,2019,Chemistry,,for the development of lithium-ion batteries,9000000,11178104,3
819,Albert Arnold (Al) Gore  Jr.,Al Gore,male,1948-03-31,"Washington, D.C.",USA,,,,1,2007,Peace,,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",10000000,14291742,2
1012,Alain Aspect,Alain Aspect,male,1947-06-15,Agen,France,,,,1,2022,Physics,,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",10000000,11162900,1
729,Alan J. Heeger,Alan Heeger,male,1936-01-22,"Sioux City, IA",USA,,,,1,2000,Chemistry,,for the discovery and development of conductive polymers,9000000,14331095,1
376,Alan Lloyd Hodgkin,Alan Hodgkin,male,1914-02-05,Banbury,United Kingdom,1998-12-20,Cambridge,United Kingdom,1,1963,Physiology or Medicine,,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,265000,3590371,2
730,Alan G. MacDiarmid,Alan MacDiarmid,male,1927-04-14,Masterton,New Zealand,2007-02-07,"Drexel Hill, PA",USA,1,2000,Chemistry,,for the discovery and development of conductive polymers,9000000,14331095,2
11,Albert Abraham Michelson,Albert A. Michelson,male,1852-12-19,Strelno,Prussia,1931-05-09,"Pasadena, CA",USA,1,1907,Physics,,for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid,138796,8894198,1
628,Albert Camus,Albert Camus,male,1913-11-07,Mondovi,French Algeria,1960-01-04,Sens,France,1,1957,Literature,,"for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times",208629,3411444,1
403,Albert Claude,Albert Claude,male,1898-08-24,Longlier,Belgium,1983-05-22,Brussels,Belgium,1,1974,Physiology or Medicine,,for their discoveries concerning the structural and functional organization of the cell,550000,4126741,1
26,Albert Einstein,Albert Einstein,male,1879-03-14,Ulm,Germany,1955-04-18,"Princeton, NJ",USA,1,1921,Physics,,"for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect",121573,3202773,1
814,Albert Fert,Albert Fert,male,1938-03-07,Carcassonne,France,,,,1,2007,Physics,,for the discovery of Giant Magnetoresistance,10000000,14291742,1
465,Charles Albert Gobat,Albert Gobat,male,1843-05-21,Tramelan,Switzerland,1914-03-16,Bern,Switzerland,1,1902,Peace,,for his eminently practical administration of the Inter-Parliamentary Union,141847,10191492,2
519,Albert John Lutuli,Albert Lutuli,male,1898-00-00,Bulawayo,Southern Rhodesia,1967-07-21,Stanger,South Africa,1,1960,Peace,,for his non-violent struggle against apartheid,225987,3369907,1
513,Albert Schweitzer,Albert Schweitzer,male,1875-01-14,Kaysersberg,Germany,1965-09-04,Lambaréné,Gabon,1,1952,Peace,,"for his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one",171135,3220326,1
332,Albert von Szent-Györgyi Nagyrápolt,Albert Szent-Györgyi,male,1893-09-16,Budapest,Austria-Hungary,1986-10-22,"Woods Hole, MA",USA,1,1937,Physiology or Medicine,,"for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid",158463,5963742,1
304,Albrecht Kossel,Albrecht Kossel,male,1853-09-16,Rostock,Mecklenburg,1927-07-05,Heidelberg,Germany,1,1910,Physiology or Medicine,,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances",140703,9016400,1
83,Aleksandr Mikhailovich Prokhorov,Aleksandr M. Prokhorov,male,1916-07-11,Atherton,Australia,2002-01-08,Moscow,Russia,1,1964,Physics,,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",273000,3576149,3
644,Aleksandr Isayevich Solzhenitsyn,Aleksandr Solzhenitsyn,male,1918-12-11,Kislovodsk,Russia,2008-08-03,Troitse-Lykovo,Russia,1,1970,Literature,,for the ethical force with which he has pursued the indispensable traditions of Russian literature,400000,4018644,1
1031,Aleksey Yekimov ,Aleksey Yekimov ,male,1945-00-00,Leningrad,USSR,,,,1,2023,Chemistry,,for the discovery and synthesis of quantum dots,11000000,11314967,3
1018,Ales Bialiatski ,Ales Bialiatski,male,1962-09-25,"Vyartsilya, Karelia",Russia,,,,1,2022,Peace,,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",10000000,11162900,1
766,Alexei Alexeyevich Abrikosov,Alexei Abrikosov,male,1928-06-25,Moscow,USSR,2017-03-29,,,1,2003,Physics,,for pioneering contributions to the theory of superconductors and superfluids,10000000,14930730,1
306,Alexis Carrel,Alexis Carrel,male,1873-06-28,Sainte-Foy-lès-Lyon,France,1944-11-05,Paris,France,1,1912,Physiology or Medicine,,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,140476,8540220,1
544,Alfonso García Robles,Alfonso García Robles,male,1911-03-20,Zamora,Mexico,1991-09-02,Mexico City,Mexico,1,1982,Peace,,for their work for disarmament and nuclear and weapon-free zones,1150000,3923237,2
392,Alfred D. Hershey,Alfred D. Hershey,male,1908-12-04,"Owosso, MI",USA,1997-05-22,"Syosset, NY",USA,1,1969,Physiology or Medicine,,for their discoveries concerning the replication mechanism and the genetic structure of viruses,375000,4023190,2
479,Alfred Hermann Fried,Alfred Fried,male,1864-11-11,Vienna,Austria,1921-05-04,Vienna,Austria,1,1911,Peace,,"for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations",140695,9266329,2
450,Alfred G. Gilman,Alfred G. Gilman,male,1941-07-01,"New Haven, CT",USA,2015-12-23,"Dallas, TX",USA,1,1994,Physiology or Medicine,,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,7000000,11696265,1
87,Alfred Kastler,Alfred Kastler,male,1902-05-03,Guebwiller,Germany,1984-01-07,Bandol,France,1,1966,Physics,,for the discovery and development of optical methods for studying Hertzian resonances in atoms,300000,3521287,1
174,Alfred Werner,Alfred Werner,male,1866-12-12,Mulhouse,France,1919-11-15,Zurich,Switzerland,1,1913,Chemistry,,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,143010,8694275,1
892,Alice Munro,Alice Munro,female,1931-07-10,Wingham,Canada,2024-05-13,Port Hope,Canada,1,2013,Literature,,master of the contemporary short story,8000000,10578918,1
417,Allan M. Cormack,Allan M. Cormack,male,1924-02-23,Johannesburg,South Africa,1998-05-07,"Winchester, MA",USA,1,1979,Physiology or Medicine,,for the development of computer assisted tomography,800000,3778486,1
305,Allvar Gullstrand,Allvar Gullstrand,male,1862-06-05,Landskrona,Sweden,1930-07-28,Stockholm,Sweden,1,1911,Physiology or Medicine,,for his work on the dioptrics of the eye,140695,9266329,1
300,Charles Louis Alphonse Laveran,Alphonse Laveran,male,1845-06-18,Paris,France,1922-05-18,Paris,France,1,1907,Physiology or Medicine,,in recognition of his work on the role played by protozoa in causing diseases,138796,8894198,1
543,Alva Myrdal,Alva Myrdal,female,1902-01-31,Uppsala,Sweden,1986-02-01,Stockholm,Sweden,1,1982,Peace,,for their work for disarmament and nuclear and weapon-free zones,1150000,3923237,1
882,Alvin E. Roth,Alvin E. Roth,male,1951-12-18,"New York, NY",USA,,,,1,2012,Economic Sciences,,for the theory of stable allocations and the practice of market design,8000000,10573021,1
719,Amartya Sen,Amartya Sen,male,1933-11-03,Santiniketan,India,,,,1,1998,Economic Sciences,,for his contributions to welfare economics,7600000,12283299,1
509,,,,,,,,,,1,1947,Peace,,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",146115,3685518,2
537,,,,,,,,,,1,1977,Peace,,for worldwide respect for human rights,700000,3896009,1
590,Anatole France,Anatole France,male,1844-04-16,Paris,France,1924-10-12,Saint-Cyr-sur-Loire,France,1,1921,Literature,,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament",121573,3202773,1
360,André Frédéric Cournand,André F. Cournand,male,1895-09-24,Paris,France,1988-02-19,"Great Barrington, MA",USA,1,1956,Physiology or Medicine,,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,200123,3413609,1
849,Andre Geim,Andre Geim,male,1958-10-21,Sochi,Russia,,,,1,2010,Physics,,for groundbreaking experiments regarding the two-dimensional material graphene,10000000,13681477,1
618,André Paul Guillaume Gide,André Gide,male,1869-11-22,Paris,France,1951-02-19,Paris,France,1,1947,Literature,,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",146115,3685518,1
381,André Lwoff,André Lwoff,male,1902-05-08,Ainay-le-Château,France,1994-09-30,Paris,France,1,1965,Physiology or Medicine,,for their discoveries concerning genetic control of enzyme and virus synthesis,282000,3519063,2
990,Andrea Ghez,Andrea Ghez,female,1965-06-16,"New York, NY",USA,,,,1,2020,Physics,,for the discovery of a supermassive compact object at the centre of our galaxy,10000000,12361835,3
534,Andrei Dmitrievich Sakharov,Andrei Sakharov,male,1921-05-21,Moscow,Russia,1989-12-14,Moscow,USSR,1,1975,Peace,,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations",630000,4304697,1
377,Andrew Fielding Huxley,Andrew Huxley,male,1917-11-22,Hampstead,United Kingdom,2012-05-30,Grantchester,United Kingdom,1,1963,Physiology or Medicine,,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,265000,3590371,3
412,Andrew V. Schally,Andrew V. Schally,male,1926-11-30,Wilno,Poland,2024-10-17,"Miami Beach, FL",USA,1,1977,Physiology or Medicine,,for their discoveries concerning the peptide hormone production of the brain,700000,3896009,2
802,Andrew Z. Fire,Andrew Z. Fire,male,1959-04-27,"Stanford, CA",USA,,,,1,2006,Physiology or Medicine,,for their discovery of RNA interference - gene silencing by double-stranded RNA,10000000,14608749,1
926,Angus Deaton,Angus Deaton,male,1945-10-19,Edinburgh,Scotland,,,,1,2015,Economic Sciences,,"for his analysis of consumption, poverty, and welfare",8000000,10602571,1
1028,Anne L’Huillier,Anne L’Huillier,female,1958-08-16,Paris,France,,,,1,2023,Physics,,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,11000000,11314967,3
1017,Annie Ernaux,Annie Ernaux,female,1940-09-01,Lillebonne,France,,,,1,2022,Literature,,"for the courage and clinical acuity with which she uncovers the roots, estrangements and  collective restraints of personal memory",10000000,11162900,1
768,Anthony J. Leggett,Anthony J. Leggett,male,1938-03-26,London,United Kingdom,,,,1,2003,Physics,,for pioneering contributions to the theory of superconductors and superfluids,10000000,14930730,3
1014,Anton Zeilinger,Anton Zeilinger,male,1945-05-20,Ried im Innkreis,Austria,,,,1,2022,Physics,,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",10000000,11162900,3
101,Antony Hewish,Antony Hewish,male,1924-05-11,Fowey,United Kingdom,2021-09-13,,,1,1974,Physics,,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",550000,4126741,2
538,Mohamed Anwar al-Sadat,Anwar al-Sadat,male,1918-12-25,Mit Abu al-Kawm,Egypt,1981-10-06,Cairo,Egypt,1,1978,Peace,,for jointly having negotiated peace between Egypt and Israel in 1978,725000,3665192,1
214,Archer John Porter Martin,Archer J.P. Martin,male,1910-03-01,London,United Kingdom,2002-07-28,Llangarron,United Kingdom,1,1952,Chemistry,,for their invention of partition chromatography,171135,3220326,1
311,Archibald Vivian Hill,Archibald V. Hill,male,1886-09-26,Bristol,United Kingdom,1977-06-03,Cambridge,United Kingdom,1,1922,Physiology or Medicine,,for his discovery relating to the production of heat in the muscle,122483,3978181,1
998,Ardem Patapoutian,Ardem Patapoutian,male,1967-00-00,Beirut,Lebanon,,,,1,2021,Physiology or Medicine,,for their discoveries of receptors for temperature and touch,10000000,12096939,2
891,Arieh Warshel,Arieh Warshel,male,1940-11-20,Kibbutz Sde-Nahum,British Mandate of Palestine,,,,1,2013,Chemistry,,for the development of multiscale models for complex chemical systems,8000000,10578918,3
490,Aristide Briand,Aristide Briand,male,1862-03-28,Nantes,France,1932-03-07,Paris,France,1,1926,Peace,,for their crucial role in bringing about the Locarno Treaty,116960,4138987,1
208,Arne Wilhelm Kaurin Tiselius,Arne Tiselius,male,1902-08-10,Stockholm,Sweden,1971-10-29,Uppsala,Sweden,1,1948,Chemistry,,"for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins",159773,3865528,1
111,Arno Allan Penzias,Arno Penzias,male,1933-04-26,Munich,Germany,2024-01-22,"San Francisco, CA",USA,1,1978,Physics,,for their discovery of cosmic microwave background radiation,725000,3665192,2
960,Arthur Ashkin,Arthur Ashkin,male,1922-09-02,"New York, NY",USA,2020-09-21,"Rumson, NJ",USA,1,2018,Physics,,for the optical tweezers and their application to biological systems,9000000,11380800,1
920,Arthur B. McDonald,Arthur B. McDonald,male,1943-08-29,"Sydney, Nova Scotia",Canada,,,,1,2015,Physics,,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",8000000,10602571,2
33,Arthur Holly Compton,Arthur H. Compton,male,1892-09-10,"Wooster, OH",USA,1962-03-15,"Berkeley, CA",USA,1,1927,Physics,,for his discovery of the effect named after him,126501,4544453,1
186,Arthur Harden,Arthur Harden,male,1865-10-12,Manchester,United Kingdom,1940-06-17,Bourne,United Kingdom,1,1929,Chemistry,,for their investigations on the fermentation of sugar and fermentative enzymes,172760,6206272,1
499,Arthur Henderson,Arthur Henderson,male,1863-09-13,Glasgow,Scotland,1935-10-20,London,United Kingdom,1,1934,Peace,,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,162608,6534637,1
368,Arthur Kornberg,Arthur Kornberg,male,1918-03-03,"Brooklyn, NY",USA,2007-10-26,"Stanford, CA",USA,1,1959,Physiology or Medicine,,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,220678,3419788,2
119,Arthur Leonard Schawlow,Arthur L. Schawlow,male,1921-05-05,"Mount Vernon, NY",USA,1999-04-28,"Palo Alto, CA",USA,1,1981,Physics,,for their contribution to the development of laser spectroscopy,1000000,3704688,2
203,Artturi Ilmari Virtanen,Artturi Virtanen,male,1895-01-15,Helsinki,Russian Empire,1973-11-11,Helsinki,Finland,1,1945,Chemistry,,"for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method",121333,3161325,1
722,Arvid Carlsson,Arvid Carlsson,male,1923-01-25,Uppsala,Sweden,2018-06-29,Gothenburg,Sweden,1,2000,Physiology or Medicine,,for their discoveries concerning signal transduction in the nervous system,9000000,14331095,1
310,Schack August Steenberg Krogh,August Krogh,male,1874-11-15,Grenå,Denmark,1949-09-13,Copenhagen,Denmark,1,1920,Physiology or Medicine,,for his discovery of the capillary motor regulating mechanism,134100,3028106,1
475,Auguste Marie François Beernaert,Auguste Beernaert,male,1829-07-26,Ostend,Belgium,1912-10-06,Lucerne,Switzerland,1,1909,Peace,,for their prominent position in the international movement for peace and arbitration,139800,8958535,1
553,Aung San Suu Kyi,Aung San Suu Kyi,female,1945-06-19,Rangoon,Burma,,,,1,1991,Peace,,for her non-violent struggle for democracy and human rights,6000000,10968389,1
780,Avram Hershko,Avram Hershko,male,1937-12-31,Karcag,Hungary,,,,1,2004,Chemistry,,for the discovery of ubiquitin-mediated protein degradation,10000000,14874529,2
923,Aziz Sancar,Aziz Sancar,male,1946-09-08,Savur,Turkey,,,,1,2015,Chemistry,,for mechanistic studies of DNA repair,8000000,10602571,3
845,Barack Hussein Obama,Barack H. Obama,male,1961-08-04,"Honolulu, HI",USA,,,,1,2009,Peace,,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,10000000,13857393,1
428,Barbara McClintock,Barbara McClintock,female,1902-06-16,"Hartford, CT",USA,1992-09-02,"Huntington, NY",USA,1,1983,Physiology or Medicine,,for her discovery of mobile genetic elements,1500000,4698151,1
942,Barry C. Barish,Barry C. Barish,male,1936-01-27,"Omaha, NE",USA,,,,1,2017,Physics,,for decisive contributions to the LIGO detector and the observation of gravitational waves,9000000,11603589,2
789,Barry J. Marshall,Barry J. Marshall,male,1951-09-30,Kalgoorlie,Australia,,,,1,2005,Physiology or Medicine,,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,10000000,14809494,1
409,Baruch S. Blumberg,Baruch S. Blumberg,male,1925-07-28,"New York, NY",USA,2011-04-05,"Moffett Field, CA",USA,1,1976,Physiology or Medicine,,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,681000,4226835,1
419,Baruj Benacerraf,Baruj Benacerraf,male,1920-10-29,Caracas,Venezuela,2011-08-02,"Boston, MA",USA,1,1980,Physiology or Medicine,,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,880000,3654081,1
1021,Ben S. Bernanke,Ben Bernanke,male,1953-12-13,"Augusta, GA",USA,,,,1,2022,Economic Sciences,,for research on banks and financial crises,10000000,11162900,1
103,Ben Roy Mottelson,Ben R. Mottelson,male,1926-07-09,"Chicago, IL",USA,2022-05-13,,,1,1975,Physics,,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,630000,4304697,2
936,Bengt Holmström,Bengt Holmström,male,1949-04-18,Helsinki,Finland,,,,1,2016,Economic Sciences,,for their contributions to contract theory,8000000,10496956,2
426,Bengt I. Samuelsson,Bengt I. Samuelsson,male,1934-05-21,Halmstad,Sweden,2024-07-05,Mölle,Sweden,1,1982,Physiology or Medicine,,for their discoveries concerning prostaglandins and related biologically active substances,1150000,3923237,2
1002,Benjamin List,Benjamin List,male,1968-01-11,Frankfurt-on-the-Main,Germany,,,,1,2021,Chemistry,,for the development of asymmetric organocatalysis,10000000,12096939,1
933,Bernard L. Feringa,Bernard L. Feringa,male,1951-05-18,Barger-Compascuum,the Netherlands,,,,1,2016,Chemistry,,for the design and synthesis of molecular machines,8000000,10496956,3
345,Bernardo Alberto Houssay,Bernardo Houssay,male,1887-04-10,Buenos Aires,Argentina,1971-09-21,Buenos Aires,Argentina,1,1947,Physiology or Medicine,,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,146115,3685518,3
445,Bert Sakmann,Bert Sakmann,male,1942-06-12,Stuttgart,Germany,,,,1,1991,Physiology or Medicine,,for their discoveries concerning the function of single ion channels in cells,6000000,10968389,2
468,"Baroness Bertha Sophie Felicita von Suttner, née Countess Kinsky von Chinic und Tettau",Bertha von Suttner,female,1843-06-09,Prague,Austrian Empire,1914-06-21,Vienna,Austria,1,1905,Peace,,for her audacity to oppose the horrors of war,138089,9629677,1
689,Bertil Ohlin,Bertil Ohlin,male,1899-04-23,Klippan,Sweden,1979-08-03,Vålådalen,Sweden,1,1977,Economic Sciences,,for their pathbreaking contribution to the theory of international trade and international capital movements,700000,3896009,1
145,Bertram N. Brockhouse,Bertram N. Brockhouse,male,1918-07-15,"Lethbridge, Alberta",Canada,2003-10-13,"Hamilton, Ontario",Canada,1,1994,Physics,,for the development of neutron spectroscopy,7000000,11696265,1
621,Earl (Bertrand Arthur William) Russell,Bertrand Russell,male,1872-05-18,Trelleck,United Kingdom,1970-02-02,Penrhyndeudraeth,United Kingdom,1,1950,Literature,,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought,164304,3857077,1
535,Elizabeth Williams,Betty Williams,female,1943-05-22,Belfast,Northern Ireland,2020-03-17,Belfast,Northern Ireland,1,1976,Peace,,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,681000,4226835,1
572,Bjørnstjerne Martinus Bjørnson,Bjørnstjerne Bjørnson,male,1832-12-08,Kvikne,Norway,1910-04-26,Paris,France,1,1903,Literature,,"as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit",141358,9857642,1
937,Bob Dylan,Bob Dylan,male,1941-05-24,"Duluth, MN",USA,,,,1,2016,Literature,,for having created new poetic expressions within the great American song tradition,8000000,10496956,1
629,Boris Leonidovich Pasternak,Boris Pasternak,male,1890-02-10,Moscow,Russia,1960-05-30,Peredelkino,Russia,1,1958,Literature,,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition,214559,3346838,1
99,Brian David Josephson,Brian D. Josephson,male,1940-01-04,Cardiff,United Kingdom,,,,1,1973,Physics,,"for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects",510000,4213275,3
879,Brian K. Kobilka,Brian Kobilka,male,1955-05-30,"Little Falls, MN",USA,,,,1,2012,Chemistry,,for studies of G-protein-coupled receptors,8000000,10573021,2
865,Brian P. Schmidt,Brian P. Schmidt,male,1967-02-24,"Missoula, MT",USA,,,,1,2011,Physics,,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,10000000,13335208,2
861,Bruce A. Beutler,Bruce A. Beutler,male,1957-12-29,"Chicago, IL",USA,,,,1,2011,Physiology or Medicine,,for their discoveries concerning the activation of innate immunity,10000000,13335208,1
261,Robert Bruce Merrifield,Bruce Merrifield,male,1921-07-15,"Fort Worth, TX",USA,2006-05-14,"Cresskill, NJ",USA,1,1984,Chemistry,,for his development of methodology for chemical synthesis on a solid matrix,1650000,4782579,1
105,Burton Richter,Burton Richter,male,1931-03-22,"Brooklyn, NY",USA,2018-07-18,"Stanford, CA",USA,1,1976,Physics,,for their pioneering work in the discovery of a heavy elementary particle of a new kind,681000,4226835,1
34,Charles Thomson Rees Wilson,C.T.R. Wilson,male,1869-02-14,Glencorse,Scotland,1959-11-15,Carlops,Scotland,1,1927,Physics,,for his method of making the paths of electrically charged particles visible by condensation of vapour,126501,4544453,2
298,Camillo Golgi,Camillo Golgi,male,1843-07-07,Corteno,Italy,1926-01-21,Pavia,Italy,1,1906,Physiology or Medicine,,in recognition of their work on the structure of the nervous system,138536,9384824,1
666,Camilo José Cela,Camilo José Cela,male,1916-05-11,Iria Flavia,Spain,2002-01-17,Madrid,Spain,1,1989,Literature,,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",3000000,6629077,1
189,Carl Bosch,Carl Bosch,male,1874-08-27,Cologne,Germany,1940-04-26,Heidelberg,Germany,1,1931,Chemistry,,in recognition of their contributions to the invention and development of chemical high pressure methods,173206,6623733,1
343,Carl Ferdinand Cori,Carl Cori,male,1896-12-05,Prague,Austria-Hungary,1984-10-20,"Cambridge, MA",USA,1,1947,Physiology or Medicine,,for their discovery of the course of the catalytic conversion of glycogen,146115,3685518,1
43,Carl David Anderson,Carl D. Anderson,male,1905-09-03,"New York, NY",USA,1991-01-11,"San Marino, CA",USA,1,1936,Physics,,for his discovery of the positron,159850,6213186,2
588,Carl Friedrich Georg Spitteler,Carl Spitteler,male,1845-04-24,Liestal,Switzerland,1924-12-29,Lucerne,Switzerland,1,1919,Literature,,"in special appreciation of his epic, <I>Olympian Spring</I>",133127,3006134,1
500,Carl von Ossietzky,Carl von Ossietzky,male,1889-10-03,Hamburg,Germany,1938-05-04,Berlin,Germany,1,1935,Peace,,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace,159917,6319387,1
740,Carl E. Wieman,Carl Wieman,male,1951-03-26,"Corvallis, OR",USA,,,,1,2001,Physics,,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",10000000,15547541,3
124,Carlo Rubbia,Carlo Rubbia,male,1934-03-31,Gorizia,Italy,,,,1,1984,Physics,,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",1650000,4782579,1
562,Carlos Filipe Ximenes Belo,Carlos Filipe Ximenes Belo,male,1948-02-03,Wailacama,East Timor,,,,1,1996,Peace,,for their work towards a just and peaceful solution to the conflict in East Timor,7400000,12000958,1
